enrollment_id,student_id,course_id,enrollment_date,status
9829,1282,87,2024-05-30,Completed
9830,8943,208,2023-05-20,Active
9831,4701,22,2021-02-14,Dropped
9832,6218,235,2024-06-01,Completed
9833,1864,163,2023-11-04,Dropped
9834,3967,75,2024-07-11,Completed
9835,3229,288,2021-02-08,Dropped
9836,8575,161,2021-05-24,Completed
9837,7217,73,2023-07-14,Completed
9838,4088,22,2024-11-24,Active
9839,9930,277,2022-10-30,Dropped
9840,3989,253,2024-08-09,Dropped
9841,9848,208,2022-10-28,Completed
9842,7409,292,2022-09-12,Active
9843,6796,66,2022-06-06,Dropped
9844,544,16,2021-08-05,Completed
9845,8973,243,2024-03-05,Dropped
9846,6218,238,2022-07-27,Completed
9847,5354,93,2024-03-07,Dropped
9848,5589,243,2024-09-20,Active
9849,2007,176,2021-11-25,Completed
9850,2724,110,2023-09-17,Active
9851,4722,90,2024-03-16,Completed
9852,2136,28,2022-07-30,Active
9853,8386,173,2022-03-03,Dropped
9854,7366,204,2021-05-21,Active
9855,5767,285,2023-07-09,Dropped
9856,2863,174,2024-10-11,Completed
9857,2939,101,2022-09-20,Active
9858,7308,220,2024-11-14,Active
9859,8236,67,2023-03-24,Completed
9860,271,178,2022-01-28,Dropped
9861,7029,163,2021-03-31,Active
9862,6094,119,2024-08-16,Active
9863,7909,32,2021-09-07,Dropped
9864,4285,60,2022-08-29,Dropped
9865,9207,281,2024-07-16,Dropped
9866,3166,284,2024-09-06,Active
9867,525,167,2023-06-03,Active
9868,3969,48,2021-09-12,Active
9869,8144,140,2023-01-01,Dropped
9870,2845,63,2023-01-16,Completed
9871,7141,182,2022-04-05,Active
9872,7656,196,2023-06-23,Dropped
9873,9098,242,2024-01-06,Completed
9874,5323,105,2022-03-08,Active
9875,2188,200,2024-12-19,Dropped
9876,2470,252,2024-07-03,Dropped
9877,3837,205,2024-11-16,Completed
9878,5853,52,2022-05-16,Completed
9879,9761,226,2024-09-02,Dropped
9880,6540,244,2022-12-08,Active
9881,2864,133,2021-06-03,Dropped
9882,5367,46,2024-04-16,Active
9883,8788,268,2021-01-14,Active
9884,6790,22,2024-12-29,Dropped
9885,20,189,2022-02-22,Active
9886,7129,167,2023-08-29,Dropped
9887,5075,184,2024-05-13,Active
9888,6644,145,2022-10-03,Dropped
9889,4522,60,2023-05-29,Active
9890,3803,135,2022-05-26,Active
9891,2045,251,2024-11-18,Completed
9892,4559,79,2024-06-13,Completed
9893,5413,190,2022-12-04,Dropped
9894,6164,267,2023-09-23,Completed
9895,9065,199,2024-01-31,Active
9896,3495,158,2025-01-15,Completed
9897,1005,269,2022-05-28,Dropped
9898,5443,250,2022-02-15,Active
9899,6256,229,2023-06-29,Completed
9900,9962,292,2024-12-27,Completed
9901,3143,103,2024-11-09,Dropped
9902,4654,166,2022-01-07,Dropped
9903,96,253,2024-06-22,Active
9904,6960,14,2021-08-05,Completed
9905,7911,77,2022-04-22,Active
9906,9509,261,2021-02-07,Active
9907,3752,142,2021-03-05,Active
9908,1225,189,2021-08-10,Active
9909,1014,40,2023-04-15,Completed
9910,6376,48,2022-02-05,Completed
9911,4994,233,2023-10-20,Dropped
9912,1647,190,2021-04-10,Completed
9913,4600,23,2023-07-12,Completed
9914,1694,174,2022-09-27,Completed
9915,4681,242,2024-03-01,Completed
9916,2505,175,2024-10-04,Dropped
9917,1239,16,2021-05-11,Completed
9918,1737,10,2021-07-31,Active
9919,3006,161,2021-10-24,Completed
9920,1398,113,2023-05-01,Dropped
9921,927,36,2024-11-04,Completed
9922,6000,222,2024-06-05,Active
9923,7521,209,2022-06-29,Active
9924,705,220,2022-03-06,Completed
9925,27,164,2021-02-22,Dropped
9926,9593,187,2023-08-28,Completed
9927,1201,13,2023-05-07,Completed
9928,3087,179,2021-01-11,Completed
9929,7002,23,2024-06-25,Active
9930,6189,238,2022-04-23,Active
9931,3250,126,2022-02-22,Dropped
9932,6880,149,2021-12-18,Completed
9933,9539,191,2024-03-18,Active
9934,3130,284,2022-04-15,Completed
9935,8672,25,2023-04-21,Active
9936,5055,121,2023-01-04,Active
9937,3177,150,2022-08-01,Completed
9938,7625,284,2022-08-23,Active
9939,3445,62,2023-08-20,Completed
9940,6054,90,2024-06-22,Active
9941,6762,300,2021-09-23,Active
9942,9118,278,2022-08-15,Active
9943,5564,12,2022-06-13,Active
9944,5022,164,2021-01-23,Completed
9945,6025,169,2024-03-20,Active
9946,2681,133,2022-09-24,Dropped
9947,4447,98,2022-08-03,Completed
9948,7437,57,2023-03-26,Dropped
9949,5758,14,2024-06-17,Completed
9950,9256,124,2024-04-25,Dropped
9951,4209,32,2025-01-07,Dropped
9952,6462,248,2024-05-07,Active
9953,5013,158,2025-01-19,Completed
9954,7372,99,2024-09-22,Completed
9955,8213,264,2022-09-13,Dropped
9956,7324,182,2021-02-13,Completed
9957,3741,285,2023-06-05,Completed
9958,2459,175,2024-06-29,Dropped
9959,4926,188,2024-10-02,Completed
9960,9210,293,2022-07-30,Completed
9961,5438,5,2022-02-01,Completed
9962,6443,215,2024-02-27,Completed
9963,1476,255,2021-06-27,Completed
9964,3766,126,2024-09-12,Completed
9965,7898,224,2023-08-15,Completed
9966,7740,153,2021-10-22,Active
9967,5427,135,2022-04-01,Active
9968,5821,235,2023-09-05,Completed
9969,6006,127,2024-04-11,Dropped
9970,7241,224,2023-12-04,Completed
9971,5018,267,2024-03-17,Dropped
9972,2534,41,2024-04-23,Active
9973,9673,36,2022-06-16,Active
9974,4038,168,2025-01-20,Dropped
9975,3099,205,2022-11-21,Completed
9976,9942,19,2025-01-27,Dropped
9977,1241,210,2021-03-02,Completed
9978,6824,51,2024-06-03,Completed
9979,5621,251,2024-06-05,Completed
9980,1678,28,2023-07-25,Dropped
9981,1227,189,2023-12-02,Active
9982,3617,171,2023-12-28,Completed
9983,3444,272,2021-07-10,Completed
9984,1596,91,2025-02-04,Completed
9985,7301,292,2021-10-29,Active
9986,5411,239,2023-07-02,Completed
9987,9361,287,2021-08-19,Active
9988,9169,150,2024-09-03,Dropped
9989,8713,236,2024-09-15,Dropped
9990,9504,257,2023-08-14,Active
9991,8398,178,2021-11-16,Dropped
9992,6462,127,2023-09-03,Completed
9993,6594,151,2021-09-13,Completed
9994,9804,42,2023-03-28,Active
9995,5206,148,2023-02-02,Dropped
9996,4364,128,2023-03-22,Dropped
9997,212,202,2024-01-14,Active
9998,8142,59,2024-12-10,Dropped
9999,8455,111,2024-12-28,Completed
10000,5752,187,2022-01-17,Active
10001,6781,287,2022-07-03,Active
10002,6728,164,2021-07-24,Completed
10003,9531,54,2021-01-24,Completed
10004,3118,251,2021-09-14,Completed
10005,5518,295,2021-09-20,Active
10006,3120,298,2023-08-26,Active
10007,5750,54,2023-12-09,Completed
10008,1823,42,2021-05-27,Dropped
10009,6795,197,2022-12-21,Completed
10010,8849,256,2021-04-09,Completed
10011,485,126,2021-01-17,Completed
10012,8401,13,2022-07-23,Active
10013,1383,278,2021-12-22,Active
10014,5261,238,2023-02-16,Active
10015,134,247,2024-05-11,Completed
10016,328,23,2024-01-24,Completed
10017,2648,206,2024-09-28,Completed
10018,9057,120,2021-09-17,Active
10019,2170,205,2021-01-09,Active
10020,9201,236,2023-11-19,Dropped
10021,8429,34,2021-02-21,Dropped
10022,7929,144,2023-04-19,Dropped
10023,4063,198,2022-03-30,Active
10024,4761,136,2022-06-19,Dropped
10025,9936,18,2023-12-19,Completed
10026,4082,101,2022-10-23,Completed
10027,6228,125,2024-09-23,Active
10028,3503,2,2024-06-04,Completed
10029,3139,46,2023-12-01,Dropped
10030,6801,205,2023-03-27,Active
10031,1745,132,2024-08-12,Completed
10032,4524,55,2021-10-28,Completed
10033,4235,193,2021-11-18,Dropped
10034,6279,141,2024-06-30,Completed
10035,2907,172,2024-06-06,Dropped
10036,6701,106,2024-05-09,Completed
10037,5429,234,2023-05-18,Active
10038,7656,281,2024-11-02,Completed
10039,5310,124,2023-07-22,Dropped
10040,5322,64,2021-05-13,Dropped
10041,5667,174,2024-02-08,Dropped
10042,6634,20,2021-11-10,Active
10043,585,96,2021-09-16,Dropped
10044,9396,239,2022-11-26,Dropped
10045,6419,37,2021-10-15,Dropped
10046,8876,230,2025-01-04,Completed
10047,3237,6,2021-06-09,Active
10048,6647,110,2023-01-07,Active
10049,5846,197,2021-08-16,Active
10050,5088,178,2021-06-30,Active
10051,7706,259,2025-01-19,Dropped
10052,6191,17,2021-06-24,Completed
10053,7625,148,2021-11-16,Dropped
10054,3282,274,2023-04-25,Active
10055,5016,292,2024-04-23,Active
10056,8286,55,2022-03-07,Active
10057,9169,7,2021-08-26,Active
10058,2732,6,2023-02-01,Completed
10059,7737,173,2022-07-19,Active
10060,5744,114,2021-04-19,Dropped
10061,6370,117,2021-05-06,Active
10062,8524,170,2023-04-06,Completed
10063,5774,166,2023-02-15,Dropped
10064,4692,92,2021-01-15,Completed
10065,8100,276,2021-06-16,Completed
10066,6033,2,2023-11-14,Dropped
10067,5116,61,2022-05-16,Completed
10068,8683,52,2024-06-29,Active
10069,3933,278,2021-08-15,Active
10070,5855,54,2024-08-23,Dropped
10071,4690,110,2024-09-01,Active
10072,3471,9,2024-06-29,Completed
10073,2702,132,2021-11-28,Dropped
10074,1059,225,2024-05-04,Completed
10075,6630,242,2023-07-28,Active
10076,121,158,2022-05-30,Dropped
10077,4961,26,2024-12-07,Completed
10078,1571,264,2024-10-25,Completed
10079,8853,177,2024-05-17,Completed
10080,3650,1,2021-03-14,Active
10081,2760,149,2023-06-02,Completed
10082,6208,234,2023-03-30,Dropped
10083,3459,215,2022-11-08,Active
10084,4391,181,2024-12-12,Dropped
10085,4869,161,2024-12-06,Dropped
10086,1366,138,2022-01-27,Completed
10087,2430,131,2024-12-25,Active
10088,7454,205,2022-09-07,Completed
10089,9509,220,2021-04-03,Completed
10090,5717,9,2022-06-05,Dropped
10091,8510,133,2022-02-02,Active
10092,8486,108,2023-12-04,Dropped
10093,7060,290,2021-09-10,Active
10094,7093,298,2024-07-23,Completed
10095,6707,41,2022-09-19,Active
10096,8789,74,2023-06-24,Completed
10097,8942,274,2022-12-01,Active
10098,2631,28,2022-05-03,Dropped
10099,6461,33,2021-07-27,Completed
10100,5118,27,2023-02-16,Active
10101,5612,208,2022-10-10,Completed
10102,5176,80,2023-02-28,Completed
10103,2923,34,2023-03-08,Active
10104,8575,255,2024-03-02,Active
10105,2742,125,2022-08-07,Completed
10106,6322,237,2021-03-25,Dropped
10107,706,10,2024-07-09,Active
10108,9217,46,2023-07-03,Dropped
10109,8601,159,2021-06-09,Dropped
10110,2607,5,2023-04-06,Active
10111,6033,233,2021-01-18,Active
10112,6989,249,2021-04-11,Dropped
10113,2850,133,2024-09-09,Active
10114,3362,223,2022-05-11,Dropped
10115,2480,98,2024-09-02,Completed
10116,7172,227,2021-06-28,Dropped
10117,9218,283,2023-04-26,Dropped
10118,1180,11,2024-09-22,Completed
10119,2314,172,2022-10-23,Dropped
10120,8661,215,2023-10-27,Dropped
10121,4041,155,2021-04-25,Dropped
10122,4636,85,2023-03-19,Dropped
10123,6590,164,2023-10-06,Dropped
10124,7413,107,2022-03-09,Active
10125,7983,8,2023-05-29,Dropped
10126,1347,186,2022-05-11,Dropped
10127,8452,148,2021-11-23,Dropped
10128,3710,270,2023-03-28,Active
10129,6434,278,2024-08-01,Completed
10130,1132,297,2022-10-22,Dropped
10131,6036,213,2022-12-18,Completed
10132,2019,19,2022-04-27,Completed
10133,4745,105,2023-03-04,Active
10134,5608,135,2024-03-05,Completed
10135,7660,286,2023-11-04,Dropped
10136,7981,117,2021-10-11,Dropped
10137,7154,4,2023-08-23,Dropped
10138,9911,289,2024-06-20,Completed
10139,3513,134,2022-08-09,Completed
10140,5486,31,2022-03-20,Completed
10141,2893,134,2023-12-13,Dropped
10142,9490,263,2021-11-30,Dropped
10143,4588,40,2021-07-20,Active
10144,2654,76,2023-12-01,Completed
10145,5822,111,2022-11-21,Dropped
10146,8784,135,2023-06-13,Dropped
10147,1099,180,2023-05-22,Dropped
10148,8151,84,2023-09-09,Dropped
10149,937,63,2021-11-02,Completed
10150,7800,167,2025-02-08,Active
10151,3585,129,2022-06-18,Active
10152,8995,267,2022-05-23,Active
10153,8025,23,2022-05-06,Dropped
10154,7245,65,2025-02-06,Active
10155,9934,296,2024-01-17,Active
10156,5501,297,2023-09-22,Active
10157,1935,170,2022-05-17,Completed
10158,8880,181,2023-04-22,Active
10159,7432,117,2023-09-28,Dropped
10160,9393,202,2022-07-11,Active
10161,1630,224,2024-10-10,Active
10162,5449,149,2024-07-20,Dropped
10163,8293,79,2025-01-28,Active
10164,6641,8,2021-11-17,Active
10165,9485,294,2024-02-11,Active
10166,2814,246,2023-02-19,Active
10167,1998,264,2023-04-17,Completed
10168,2252,11,2025-01-13,Active
10169,2284,234,2024-05-02,Dropped
10170,3531,139,2024-01-18,Dropped
10171,4519,194,2023-04-08,Dropped
10172,610,35,2021-03-29,Dropped
10173,5665,102,2021-09-08,Completed
10174,2628,258,2024-12-28,Completed
10175,3387,300,2023-11-01,Dropped
10176,9207,20,2023-01-14,Dropped
10177,8097,111,2021-03-13,Active
10178,4017,207,2022-01-09,Active
10179,404,260,2023-12-16,Dropped
10180,8442,11,2022-01-01,Dropped
10181,8042,226,2023-01-18,Completed
10182,152,133,2023-08-18,Active
10183,6623,173,2023-09-22,Active
10184,3073,196,2023-06-29,Completed
10185,3086,104,2023-12-07,Completed
10186,7990,171,2024-06-25,Active
10187,2588,31,2023-05-02,Active
10188,4876,16,2022-09-06,Completed
10189,2884,195,2024-02-06,Dropped
10190,3134,181,2024-10-02,Completed
10191,1481,171,2021-04-01,Completed
10192,6714,122,2023-09-14,Active
10193,5004,243,2023-04-11,Dropped
10194,5152,257,2021-07-09,Active
10195,1257,100,2021-02-04,Dropped
10196,7215,41,2024-05-27,Completed
10197,8574,118,2024-09-28,Completed
10198,392,180,2021-08-01,Dropped
10199,6527,155,2022-01-18,Active
10200,1363,42,2021-06-16,Completed
10201,2528,265,2023-05-23,Active
10202,3195,221,2023-10-20,Completed
10203,9804,17,2022-07-01,Active
10204,4691,230,2021-08-11,Dropped
10205,4685,214,2023-02-18,Active
10206,4948,115,2022-06-04,Dropped
10207,4366,36,2021-10-16,Active
10208,3554,75,2023-12-27,Dropped
10209,6933,77,2023-12-05,Dropped
10210,4109,7,2022-05-30,Dropped
10211,619,38,2021-09-29,Dropped
10212,5524,274,2021-12-30,Dropped
10213,881,71,2022-03-12,Dropped
10214,1183,231,2022-10-05,Dropped
10215,5180,40,2023-02-02,Dropped
10216,1595,179,2023-08-01,Dropped
10217,8080,139,2023-11-18,Active
10218,7324,82,2023-02-13,Dropped
10219,1903,57,2023-10-11,Completed
10220,9296,203,2023-02-11,Completed
10221,728,156,2024-03-01,Completed
10222,8010,154,2021-07-22,Completed
10223,7042,145,2024-10-01,Dropped
10224,9425,290,2022-10-20,Dropped
10225,1977,192,2023-09-03,Dropped
10226,1810,209,2023-03-30,Active
10227,9626,50,2022-12-01,Completed
10228,6012,297,2024-12-11,Completed
10229,7354,188,2023-03-09,Active
10230,4532,224,2024-09-25,Completed
10231,2953,214,2021-06-07,Completed
10232,8612,287,2021-02-23,Dropped
10233,9051,192,2021-07-27,Dropped
10234,9202,82,2024-09-11,Completed
10235,743,3,2021-04-27,Dropped
10236,3108,195,2021-07-14,Active
10237,1821,91,2023-01-21,Dropped
10238,8347,55,2024-06-29,Completed
10239,8786,230,2021-04-16,Completed
10240,1353,48,2021-08-11,Completed
10241,2237,265,2023-12-12,Dropped
10242,7824,87,2024-01-19,Active
10243,5151,57,2024-04-10,Dropped
10244,228,4,2022-01-17,Active
10245,4912,294,2024-12-24,Active
10246,1615,189,2024-11-11,Completed
10247,7192,58,2022-05-12,Dropped
10248,6753,223,2023-11-24,Completed
10249,9292,110,2022-01-15,Active
10250,1335,90,2021-04-27,Active
10251,619,244,2022-06-22,Dropped
10252,7270,256,2022-07-22,Dropped
10253,7367,280,2022-09-23,Active
10254,1366,127,2021-02-23,Dropped
10255,7888,59,2022-01-08,Dropped
10256,1431,201,2022-04-01,Dropped
10257,7275,208,2024-03-02,Dropped
10258,8678,300,2021-08-23,Completed
10259,2080,109,2022-03-13,Completed
10260,4963,38,2024-01-31,Active
10261,5361,179,2022-03-05,Completed
10262,6807,99,2022-01-27,Active
10263,853,119,2021-09-01,Active
10264,3967,123,2023-04-29,Active
10265,6118,267,2023-07-25,Dropped
10266,4504,229,2023-09-17,Active
10267,5531,290,2021-04-05,Dropped
10268,9423,4,2021-09-19,Active
10269,1279,231,2021-01-21,Dropped
10270,8478,21,2023-12-28,Dropped
10271,4057,111,2024-11-29,Completed
10272,6302,12,2021-08-29,Active
10273,5182,2,2022-09-20,Active
10274,6840,298,2021-09-05,Active
10275,9556,281,2022-01-19,Completed
10276,8392,85,2021-07-06,Active
10277,1222,35,2022-09-13,Completed
10278,3774,9,2022-06-10,Dropped
10279,2466,49,2023-12-29,Dropped
10280,813,19,2024-10-29,Active
10281,6135,141,2022-09-25,Active
10282,7404,127,2021-11-01,Completed
10283,2374,185,2021-12-12,Dropped
10284,8924,201,2023-07-21,Active
10285,4877,267,2024-12-15,Dropped
10286,2237,212,2023-04-18,Active
10287,3819,298,2023-04-26,Completed
10288,3615,98,2023-01-04,Completed
10289,3074,176,2022-01-30,Dropped
10290,4890,136,2024-11-21,Dropped
10291,1529,102,2022-09-14,Active
10292,5786,2,2022-10-01,Active
10293,4766,194,2024-08-06,Completed
10294,6033,82,2023-07-10,Active
10295,3001,278,2023-04-09,Dropped
10296,7757,77,2023-01-09,Dropped
10297,3463,169,2023-01-25,Dropped
10298,4624,35,2022-03-04,Dropped
10299,3731,170,2023-08-20,Active
10300,249,300,2025-01-17,Active
10301,7031,117,2025-01-28,Completed
10302,8229,18,2022-03-13,Completed
10303,5197,161,2021-03-01,Completed
10304,8935,279,2024-09-08,Dropped
10305,6809,51,2021-08-12,Dropped
10306,1998,83,2024-10-15,Active
10307,1475,57,2023-05-20,Dropped
10308,537,289,2022-08-01,Completed
10309,9634,217,2022-02-04,Dropped
10310,7828,107,2023-10-15,Active
10311,7906,16,2022-12-21,Active
10312,1699,105,2021-09-14,Completed
10313,3948,152,2022-12-31,Dropped
10314,8126,13,2022-11-06,Active
10315,4165,136,2025-01-16,Dropped
10316,4372,150,2022-01-05,Completed
10317,3112,164,2024-07-02,Completed
10318,1352,131,2024-03-05,Active
10319,8081,225,2023-10-02,Dropped
10320,5599,299,2022-12-24,Active
10321,5504,48,2022-01-31,Active
10322,245,186,2024-05-14,Dropped
10323,8291,173,2022-04-25,Dropped
10324,7595,68,2021-07-05,Dropped
10325,6066,52,2024-01-24,Active
10326,9450,261,2023-03-15,Completed
10327,5635,1,2022-08-31,Active
10328,1946,35,2022-06-28,Active
10329,1577,284,2021-04-15,Dropped
10330,9159,129,2023-05-18,Dropped
10331,7584,292,2023-10-27,Dropped
10332,42,54,2023-03-15,Dropped
10333,2411,16,2021-10-25,Dropped
10334,3521,56,2022-02-19,Completed
10335,180,94,2022-06-25,Dropped
10336,4111,28,2021-01-05,Dropped
10337,9668,54,2022-03-08,Dropped
10338,138,81,2022-12-17,Completed
10339,3062,50,2021-10-23,Active
10340,3121,83,2023-07-05,Dropped
10341,9055,2,2022-04-12,Completed
10342,8267,56,2023-10-11,Dropped
10343,4838,269,2022-10-17,Completed
10344,2279,119,2022-07-08,Active
10345,9699,284,2022-03-09,Completed
10346,1097,97,2021-07-29,Active
10347,620,4,2024-09-03,Active
10348,8374,149,2022-01-31,Completed
10349,3312,236,2024-05-01,Dropped
10350,7677,155,2023-09-01,Completed
10351,7533,34,2022-06-21,Completed
10352,1243,276,2024-12-17,Active
10353,4607,57,2023-12-13,Active
10354,3,96,2023-12-03,Active
10355,4477,78,2022-05-14,Completed
10356,414,89,2024-08-18,Active
10357,2065,232,2023-08-08,Dropped
10358,2067,183,2022-12-30,Completed
10359,1904,75,2023-03-19,Dropped
10360,3288,227,2025-01-05,Completed
10361,5793,286,2025-01-18,Active
10362,7423,132,2021-04-22,Dropped
10363,7025,294,2025-02-02,Completed
10364,3538,177,2023-07-22,Dropped
10365,5465,124,2023-05-25,Active
10366,4154,232,2024-05-14,Completed
10367,9525,171,2023-12-18,Active
10368,8535,44,2024-05-20,Completed
10369,4673,232,2022-12-18,Completed
10370,6190,192,2021-03-06,Active
10371,8914,11,2023-11-22,Completed
10372,7785,111,2024-02-24,Completed
10373,945,295,2024-01-29,Completed
10374,8590,110,2022-10-12,Dropped
10375,4397,44,2021-12-16,Dropped
10376,4558,28,2024-04-30,Dropped
10377,1094,141,2022-08-04,Completed
10378,4944,242,2021-11-03,Active
10379,2724,193,2022-06-09,Dropped
10380,8441,283,2022-01-26,Dropped
10381,215,40,2024-07-05,Active
10382,9218,100,2022-10-22,Dropped
10383,32,115,2021-10-13,Completed
10384,5638,102,2022-10-05,Active
10385,8224,76,2021-02-26,Active
10386,1077,154,2021-03-12,Dropped
10387,6911,183,2023-12-18,Completed
10388,5624,222,2022-08-02,Dropped
10389,5475,180,2021-06-28,Active
10390,3915,278,2021-04-25,Completed
10391,3109,226,2021-01-11,Active
10392,4673,243,2021-12-28,Completed
10393,9302,131,2023-12-25,Completed
10394,9836,176,2023-05-05,Completed
10395,6277,227,2023-04-24,Dropped
10396,7364,97,2022-01-02,Active
10397,4129,145,2023-09-12,Dropped
10398,8294,147,2022-06-29,Completed
10399,9274,203,2023-09-25,Active
10400,377,277,2022-01-19,Active
10401,3498,55,2022-01-24,Dropped
10402,751,211,2022-08-07,Dropped
10403,4026,148,2021-09-26,Completed
10404,2059,85,2024-10-09,Active
10405,5672,170,2025-01-25,Completed
10406,4829,208,2021-02-23,Completed
10407,1956,28,2023-10-24,Completed
10408,5233,124,2023-08-03,Completed
10409,5436,181,2022-05-27,Dropped
10410,2864,242,2023-01-21,Active
10411,8053,184,2024-11-05,Dropped
10412,1137,176,2022-07-17,Completed
10413,3222,279,2024-10-01,Active
10414,3195,237,2022-02-08,Dropped
10415,4072,71,2024-02-01,Dropped
10416,341,4,2022-04-09,Active
10417,2629,247,2024-10-07,Completed
10418,2193,50,2024-02-15,Active
10419,290,18,2023-12-13,Active
10420,4500,101,2022-10-09,Active
10421,6474,171,2021-10-05,Dropped
10422,2149,248,2023-07-24,Dropped
10423,9468,260,2024-01-10,Dropped
10424,275,19,2023-11-09,Completed
10425,9757,22,2024-03-31,Dropped
10426,3782,94,2021-09-28,Active
10427,8316,124,2021-05-04,Completed
10428,9410,167,2023-02-04,Active
10429,1561,229,2021-05-27,Completed
10430,9954,243,2023-03-19,Completed
10431,9593,11,2022-01-26,Active
10432,4131,57,2021-05-16,Active
10433,2548,217,2022-05-18,Completed
10434,2725,92,2024-02-28,Completed
10435,6598,229,2022-01-28,Dropped
10436,4180,271,2023-09-30,Completed
10437,2153,59,2022-05-16,Completed
10438,8845,249,2021-10-16,Completed
10439,4895,4,2024-04-06,Active
10440,2970,199,2021-08-26,Active
10441,1343,108,2021-12-23,Completed
10442,9148,161,2023-02-03,Active
10443,9684,51,2021-10-07,Active
10444,6955,91,2023-10-02,Dropped
10445,8682,192,2023-03-31,Dropped
10446,2281,226,2022-05-02,Completed
10447,6077,278,2023-03-21,Dropped
10448,2346,257,2023-01-08,Active
10449,2000,40,2021-05-10,Dropped
10450,265,46,2023-10-17,Completed
10451,8532,260,2022-10-14,Dropped
10452,4980,56,2021-01-12,Completed
10453,4568,173,2021-06-07,Dropped
10454,6581,52,2024-12-24,Active
10455,937,113,2021-06-21,Completed
10456,8336,172,2021-12-03,Completed
10457,9044,291,2021-10-07,Active
10458,4422,9,2023-01-07,Completed
10459,5018,152,2022-08-26,Dropped
10460,9042,271,2021-03-01,Dropped
10461,8399,4,2022-01-05,Dropped
10462,4018,95,2021-02-04,Completed
10463,1273,251,2023-05-11,Active
10464,9644,77,2025-01-25,Completed
10465,8740,126,2021-01-05,Dropped
10466,4816,131,2023-10-22,Dropped
10467,433,127,2023-02-25,Completed
10468,4294,161,2025-01-23,Dropped
10469,8326,258,2024-07-19,Dropped
10470,748,76,2022-05-22,Completed
10471,138,188,2021-12-25,Dropped
10472,5121,231,2024-02-05,Dropped
10473,8083,194,2023-08-07,Completed
10474,183,94,2023-08-11,Dropped
10475,3861,48,2024-03-12,Dropped
10476,1798,204,2022-08-02,Dropped
10477,5023,150,2023-09-16,Active
10478,4783,137,2022-01-17,Active
10479,3133,182,2024-11-20,Active
10480,2601,50,2024-05-17,Active
10481,1974,62,2023-08-13,Completed
10482,2651,111,2023-07-08,Active
10483,4749,6,2021-03-20,Dropped
10484,3567,11,2024-11-13,Dropped
10485,2866,223,2022-06-28,Dropped
10486,7708,15,2024-07-24,Dropped
10487,3532,159,2021-03-24,Completed
10488,2521,59,2023-05-09,Active
10489,2907,292,2021-07-28,Active
10490,4242,35,2024-04-10,Active
10491,2112,26,2024-01-09,Dropped
10492,6644,289,2023-11-13,Completed
10493,9692,67,2024-07-24,Dropped
10494,2321,106,2024-09-18,Completed
10495,9154,299,2021-04-09,Completed
10496,1643,268,2021-05-13,Dropped
10497,2035,222,2024-11-11,Dropped
10498,5548,41,2024-06-10,Active
10499,2416,122,2024-10-21,Active
10500,3384,244,2022-06-16,Completed
10501,2937,142,2023-09-15,Dropped
10502,3605,267,2024-01-25,Dropped
10503,6778,270,2023-10-08,Active
10504,8918,269,2024-10-23,Dropped
10505,8466,280,2022-03-17,Active
10506,6456,135,2023-06-29,Completed
10507,7692,254,2023-06-01,Dropped
10508,4226,127,2024-05-08,Dropped
10509,759,84,2024-02-28,Completed
10510,9544,75,2023-11-09,Active
10511,978,118,2023-09-14,Completed
10512,9363,175,2023-03-03,Completed
10513,499,258,2022-12-11,Completed
10514,495,200,2023-09-30,Active
10515,376,295,2021-08-01,Active
10516,9469,112,2021-02-12,Active
10517,1603,19,2023-10-18,Dropped
10518,5261,288,2022-11-08,Active
10519,7768,281,2023-03-20,Active
10520,2152,205,2022-05-30,Completed
10521,3559,277,2024-11-16,Active
10522,788,96,2023-09-03,Dropped
10523,6416,84,2025-02-02,Dropped
10524,9337,59,2022-09-05,Dropped
10525,3660,209,2022-12-06,Active
10526,3752,188,2022-02-28,Active
10527,1278,33,2022-02-25,Active
10528,8308,111,2022-05-23,Dropped
10529,705,121,2022-02-24,Active
10530,4714,23,2022-12-13,Dropped
10531,610,242,2023-06-29,Active
10532,5179,169,2022-09-09,Dropped
10533,8634,115,2024-06-21,Completed
10534,837,92,2023-07-23,Active
10535,2115,10,2022-05-23,Completed
10536,688,26,2022-03-21,Completed
10537,2201,86,2022-02-28,Dropped
10538,2158,211,2022-05-16,Dropped
10539,7350,188,2022-09-13,Dropped
10540,3613,199,2022-05-29,Active
10541,7181,228,2024-11-21,Active
10542,3929,157,2021-11-28,Active
10543,1143,8,2021-05-25,Dropped
10544,3537,211,2023-12-24,Dropped
10545,9701,21,2022-07-28,Completed
10546,1225,160,2022-06-25,Completed
10547,2924,236,2024-05-12,Active
10548,3507,94,2024-07-07,Dropped
10549,6059,97,2022-10-01,Active
10550,5446,64,2021-12-20,Active
10551,1362,86,2023-08-17,Dropped
10552,2423,191,2024-08-03,Dropped
10553,9857,204,2024-03-08,Dropped
10554,8945,31,2023-04-29,Dropped
10555,6842,287,2023-08-18,Completed
10556,3465,177,2023-10-04,Completed
10557,5337,128,2021-06-09,Completed
10558,5098,72,2023-01-17,Completed
10559,1569,95,2023-01-12,Dropped
10560,3895,222,2021-05-11,Active
10561,7647,217,2025-01-28,Active
10562,3178,227,2022-04-14,Active
10563,5059,14,2023-12-21,Active
10564,4978,4,2023-12-05,Dropped
10565,4864,139,2023-01-26,Completed
10566,3065,6,2022-03-25,Dropped
